1.000000000000000000e+00 5.505218127021067193e-02
1.001051440977259510e+00 5.505218127021067193e-02
1.002103987482647396e+00 5.505218127021067193e-02
1.003157640678561835e+00 5.505218127021067193e-02
1.004212401728622028e+00 5.505218127021067193e-02
1.005268271797671531e+00 5.505218127021067193e-02
1.006325252051778474e+00 5.505218127021067193e-02
1.007383343658236674e+00 5.505218127021067193e-02
1.008442547785567411e+00 5.505218127021067193e-02
1.009502865603520982e+00 5.505218127021067193e-02
1.010564298283077367e+00 5.505218127021067193e-02
1.011626846996447560e+00 5.505218127021067193e-02
1.012690512917075347e+00 5.505218127021067193e-02
1.013755297219638196e+00 5.505218127021067193e-02
1.014821201080048807e+00 5.505218127021067193e-02
1.015888225675456003e+00 5.505218127021067193e-02
1.016956372184246504e+00 5.505218127021067193e-02
1.018025641786046043e+00 5.505218127021067193e-02
1.019096035661720689e+00 5.505218127021067193e-02
1.020167554993377967e+00 5.505218127021067193e-02
1.021240200964368627e+00 5.505218127021067193e-02
1.022313974759287092e+00 5.505218127021067193e-02
1.023388877563973898e+00 5.505218127021067193e-02
1.024464910565516362e+00 5.505218127021067193e-02
1.025542074952249250e+00 5.505218127021067193e-02
1.026620371913757657e+00 5.505218127021067193e-02
1.027699802640877014e+00 5.505218127021067193e-02
1.028780368325695083e+00 5.505218127021067193e-02
1.029862070161552845e+00 5.505218127021067193e-02
1.030944909343045834e+00 5.505218127021067193e-02
1.032028887066026135e+00 5.505218127021067193e-02
1.033114004527602603e+00 5.505218127021067193e-02
1.034200262926143532e+00 5.505218127021067193e-02
1.035287663461276653e+00 5.505218127021067193e-02
1.036376207333890909e+00 5.505218127021067193e-02
1.037465895746138456e+00 5.505218127021067193e-02
1.038556729901435105e+00 5.505218127021067193e-02
1.039648711004461878e+00 5.505218127021067193e-02
1.040741840261167006e+00 5.505218127021067193e-02
1.041836118878765927e+00 5.505218127021067193e-02
1.042931548065743952e+00 5.505218127021067193e-02
1.044028129031856933e+00 5.505218127021067193e-02
1.045125862988132370e+00 5.505218127021067193e-02
1.046224751146871634e+00 5.505218127021067193e-02
1.047324794721650632e+00 5.505218127021067193e-02
1.048425994927320692e+00 5.505218127021067193e-02
1.049528352980011237e+00 5.505218127021067193e-02
1.050631870097129994e+00 5.505218127021067193e-02
1.051736547497364782e+00 5.505218127021067193e-02
1.052842386400684838e+00 5.505218127021067193e-02
1.053949388028342149e+00 5.505218127021067193e-02
1.055057553602872567e+00 5.505218127021067193e-02
1.056166884348097579e+00 5.505218127021067193e-02
1.057277381489125645e+00 5.505218127021067193e-02
1.058389046252352861e+00 5.505218127021067193e-02
1.059501879865465179e+00 5.505218127021067193e-02
1.060615883557439076e+00 5.505218127021067193e-02
1.061731058558543550e+00 5.505218127021067193e-02
1.062847406100341008e+00 5.505218127021067193e-02
1.063964927415688599e+00 5.505218127021067193e-02
1.065083623738740437e+00 5.505218127021067193e-02
1.066203496304947151e+00 5.505218127021067193e-02
1.067324546351059444e+00 5.505218127021067193e-02
1.068446775115127867e+00 5.505218127021067193e-02
1.069570183836504595e+00 5.505218127021067193e-02
1.070694773755844986e+00 5.505218127021067193e-02
1.071820546115109352e+00 5.505218127021067193e-02
1.072947502157563404e+00 5.505218127021067193e-02
1.074075643127780033e+00 5.505218127021067193e-02
1.075204970271640859e+00 5.505218127021067193e-02
1.076335484836337342e+00 5.505218127021067193e-02
1.077467188070372561e+00 5.505218127021067193e-02
1.078600081223562324e+00 5.505218127021067193e-02
1.079734165547036051e+00 5.505218127021067193e-02
1.080869442293239224e+00 5.505218127021067193e-02
1.082005912715933826e+00 5.505218127021067193e-02
1.083143578070200341e+00 5.505218127021067193e-02
1.084282439612438642e+00 5.505218127021067193e-02
1.085422498600369989e+00 5.505218127021067193e-02
1.086563756293037697e+00 5.505218127021067193e-02
1.087706213950809131e+00 5.505218127021067193e-02
1.088849872835376598e+00 5.505218127021067193e-02
1.089994734209759564e+00 5.505218127021067193e-02
1.091140799338304657e+00 5.505218127021067193e-02
1.092288069486688551e+00 5.505218127021067193e-02
1.093436545921918412e+00 5.505218127021067193e-02
1.094586229912333675e+00 5.505218127021067193e-02
