1.000000000000000000e+00 7.377207740517152113e-01
1.001051440977259510e+00 7.373719884702798488e-01
1.002103987482647396e+00 7.370233677905067005e-01
1.003157640678561835e+00 7.366749119344321306e-01
1.004212401728622028e+00 7.363266208241293631e-01
1.005268271797671531e+00 7.359784943817088143e-01
1.006325252051778474e+00 7.356305325293170938e-01
1.007383343658236674e+00 7.352827351891383367e-01
1.008442547785567411e+00 7.349351022833930935e-01
1.009502865603520982e+00 7.345876337343386631e-01
1.010564298283077367e+00 7.342403294642689815e-01
1.011626846996447560e+00 7.338931893955151775e-01
1.012690512917075347e+00 7.335462134504447951e-01
1.013755297219638196e+00 7.331994015514617935e-01
1.014821201080048807e+00 7.328527536210075466e-01
1.015888225675456003e+00 7.325062695815595104e-01
1.016956372184246504e+00 7.321599493556320004e-01
1.018025641786046043e+00 7.318137928657759694e-01
1.019096035661720689e+00 7.314678000345788966e-01
1.020167554993377967e+00 7.311219707846648985e-01
1.021240200964368627e+00 7.307763050386947290e-01
1.022313974759287092e+00 7.304308027193657793e-01
1.023388877563973898e+00 7.300854637494117449e-01
1.024464910565516362e+00 7.297402880516028478e-01
1.025542074952249250e+00 7.293952755487465023e-01
1.026620371913757657e+00 7.290504261636854277e-01
1.027699802640877014e+00 7.287057398192999802e-01
1.028780368325695083e+00 7.283612164385062648e-01
1.029862070161552845e+00 7.280168559442568021e-01
1.030944909343045834e+00 7.276726582595411941e-01
1.032028887066026135e+00 7.273286233073849028e-01
1.033114004527602603e+00 7.269847510108498057e-01
1.034200262926143532e+00 7.266410412930344176e-01
1.035287663461276653e+00 7.262974940770732246e-01
1.036376207333890909e+00 7.259541092861375722e-01
1.037465895746138456e+00 7.256108868434345549e-01
1.038556729901435105e+00 7.252678266722082379e-01
1.039648711004461878e+00 7.249249286957382132e-01
1.040741840261167006e+00 7.245821928373410437e-01
1.041836118878765927e+00 7.242396190203690409e-01
1.042931548065743952e+00 7.238972071682110432e-01
1.044028129031856933e+00 7.235549572042919708e-01
1.045125862988132370e+00 7.232128690520729375e-01
1.046224751146871634e+00 7.228709426350515832e-01
1.047324794721650632e+00 7.225291778767610751e-01
1.048425994927320692e+00 7.221875747007712176e-01
1.049528352980011237e+00 7.218461330306880086e-01
1.050631870097129994e+00 7.215048527901530839e-01
1.051736547497364782e+00 7.211637339028447169e-01
1.052842386400684838e+00 7.208227762924769300e-01
1.053949388028342149e+00 7.204819798827999389e-01
1.055057553602872567e+00 7.201413445975999306e-01
1.056166884348097579e+00 7.198008703606991743e-01
1.057277381489125645e+00 7.194605570959560215e-01
1.058389046252352861e+00 7.191204047272646838e-01
1.059501879865465179e+00 7.187804131785555661e-01
1.060615883557439076e+00 7.184405823737946006e-01
1.061731058558543550e+00 7.181009122369843567e-01
1.062847406100341008e+00 7.177614026921627088e-01
1.063964927415688599e+00 7.174220536634037249e-01
1.065083623738740437e+00 7.170828650748172217e-01
1.066203496304947151e+00 7.167438368505492097e-01
1.067324546351059444e+00 7.164049689147812261e-01
1.068446775115127867e+00 7.160662611917306686e-01
1.069570183836504595e+00 7.157277136056512390e-01
1.070694773755844986e+00 7.153893260808316112e-01
1.071820546115109352e+00 7.150510985415970966e-01
1.072947502157563404e+00 7.147130309123083114e-01
1.074075643127780033e+00 7.143751231173616212e-01
1.075204970271640859e+00 7.140373750811894737e-01
1.076335484836337342e+00 7.136997867282596220e-01
1.077467188070372561e+00 7.133623579830759009e-01
1.078600081223562324e+00 7.130250887701775619e-01
1.079734165547036051e+00 7.126879790141397164e-01
1.080869442293239224e+00 7.123510286395728919e-01
1.082005912715933826e+00 7.120142375711236982e-01
1.083143578070200341e+00 7.116776057334738281e-01
1.084282439612438642e+00 7.113411330513410569e-01
1.085422498600369989e+00 7.110048194494784646e-01
1.086563756293037697e+00 7.106686648526749916e-01
1.087706213950809131e+00 7.103326691857545505e-01
1.088849872835376598e+00 7.099968323735774689e-01
1.089994734209759564e+00 7.096611543410386025e-01
1.091140799338304657e+00 7.093256350130693333e-01
1.092288069486688551e+00 7.089902743146356823e-01
1.093436545921918412e+00 7.086550721707396416e-01
1.094586229912333675e+00 7.083200285064183976e-01
1.095737122727607371e+00 7.079851432467448857e-01
1.096889225638747467e+00 7.076504163168271244e-01
1.098042539918098415e+00 7.073158476418087703e-01
1.099197066839342263e+00 7.069814371468687852e-01
1.100352807677500433e+00 7.066471847572215470e-01
1.101509763708935052e+00 7.063130903981166275e-01
1.102667936211349842e+00 7.059791539948392369e-01
1.103827326463792557e+00 7.056453754727095573e-01
1.104987935746655436e+00 7.053117547570834089e-01
1.106149765341676749e+00 7.049782917733518062e-01
1.107312816531942801e+00 7.046449864469408464e-01
1.108477090601889037e+00 7.043118387033121541e-01
1.109642588837301158e+00 7.039788484679623259e-01
